RA30;CODIGO_AVALIACAO;CODIGO_SEGMENTO_PISTA;ICP_PD;ACEITABILIDADE;OBSERVACAO;ICP_AV;MES;ANO;AVALIACAO_COMPLEMENTAR;DATA_AVALIACAO;TOTAL_PD_AV;CODIGO_ICP_CT;CODIGO_MR_PREVISTA;CODIGO_FUNCIONARIO_DIGITADOR;CODIGO_FUNCIONARIO_AVALIADOR;QTDE_DEF;DATA_DIG;ID_DIGITADOR;OBS1;ICP_SE;TOTAL_SE;PONTOS_SE;CODIGO_PARAM_CHECAGEM;CODIGO_TP_AVALIACAO;TOTAL_PD;
1;19710;20396;84,5;S;;85;10;2010;Nao;20/10/10;7;4;1;1;4;4;21/10/10;;;85;;;1;1;15,5;
1;18630;20397;91;S;;85;10;2010;Nao;07/10/10;4;4;1;1;7;4;08/10/10;;;90;;;1;1;9;
1;18629;20398;93;S;;85;10;2010;Nao;07/10/10;3;4;1;1;7;3;08/10/10;;;90;;;1;1;7;
1;18633;20399;93;S;;85;10;2010;Nao;07/10/10;3;4;1;1;7;3;08/10/10;;;90;;;1;1;7;
1;19519;20400;84,5;S;;75;10;2010;Nao;18/10/10;7;4;1;1;7;7;20/10/10;;;80;;;1;1;15,5;
1;19493;20401;93;S;;90;10;2010;Nao;15/10/10;3;4;1;1;7;3;19/10/10;;;90;;;1;1;7;
1;21504;20402;70,5;S;Correcao + preventiva;75;11;2010;Nao;12/11/10;15;4;2;1;4;9;16/11/10;;;80;;;2;1;29,5;
1;21300;20403;89;S;;90;11;2010;Nao;11/11/10;5;4;3;1;7;4;12/11/10;;;90;;;1;1;11;
1;21349;20404;89;S;;90;11;2010;Nao;11/11/10;5;4;3;1;7;3;16/11/10;;;90;;;1;1;11;
1;21396;20406;90;S;;90;11;2010;Nao;11/11/10;10;4;1;1;4;0;16/11/10;;;90;;;1;1;10;
1;21395;20407;90;S;;90;11;2010;Nao;11/11/10;10;4;1;1;4;0;16/11/10;;;90;;;1;1;10;
1;21407;20408;90;S;;90;11;2010;Nao;11/11/10;10;4;1;1;4;0;16/11/10;;;90;;;1;1;10;
1;21408;20409;80;S;10 m de fadiga alta;80;11;2010;Nao;11/11/10;20;4;2;1;4;0;16/11/10;;;80;;;1;1;20;
1;21409;20410;90;S;;90;11;2010;Nao;11/11/10;10;4;1;1;4;0;16/11/10;;;90;;;1;1;10;
1;16634;20422;81;S;;85;9;2010;Nao;15/09/10;8;4;3;1;4;4;16/09/10;;;85;;;1;1;19;
1;17306;20423;86;S;;85;9;2010;Nao;22/09/10;6;4;3;1;4;3;23/09/10;;;85;;;1;1;14;
1;17304;20424;83,5;S;;85;9;2010;Nao;22/09/10;7;4;3;1;4;3;23/09/10;;;85;;;1;1;16,5;
1;11166;20425;83,5;S;;80;6;2010;Nao;24/06/10;7;4;3;1;4;3;29/06/10;;;85;;;1;1;16,5;
1;11167;20426;85;S;Recolocar aguns meio-fios.;80;6;2010;Nao;24/06/10;6;4;3;1;4;3;29/06/10;;;85;;;1;1;15;
1;11172;20427;83,5;S;;80;6;2010;Nao;24/06/10;7;4;3;1;4;3;29/06/10;;;85;;;1;1;16,5;
1;12483;20438;88,5;S;;80;7;2010;Nao;20/07/10;5;4;1;1;7;5;21/07/10;;;80;;;2;1;11,5;
1;15729;20442;84,5;S;;80;8;2010;Nao;30/08/10;8;4;1;1;4;6;02/09/10;;;85;;;1;1;15,5;
1;11391;20444;86,5;S;;85;7;2010;Nao;06/07/10;6;4;1;1;4;4;07/07/10;;;90;;;1;1;13,5;
1;11392;20445;89,5;S;;85;7;2010;Nao;06/07/10;5;4;1;1;4;3;07/07/10;;;90;;;1;1;10,5;
1;15449;20447;95;S;;85;8;2010;Nao;25/08/10;2;4;1;1;7;2;26/08/10;;;90;;;1;1;5;
1;15326;20448;93;S;;85;8;2010;Nao;24/08/10;3;4;1;1;7;3;25/08/10;;;90;;;1;1;7;
1;15283;20450;93;S;;90;8;2010;Nao;24/08/10;3;4;1;1;7;3;;;;90;;;1;1;7;
1;15281;20451;93;S;;90;8;2010;Nao;24/08/10;3;4;1;1;7;3;25/08/10;;;90;;;1;1;7;
1;15282;20452;93;S;;90;8;2010;Nao;24/08/10;3;4;1;1;7;3;25/08/10;;;90;;;1;1;7;
1;15187;20453;83,5;S;;85;8;2010;Nao;24/08/10;7;4;3;1;4;4;25/08/10;;;85;;;1;1;16,5;
1;15190;20454;84,5;N;;85;8;2010;Nao;24/08/10;7;4;3;1;4;4;25/08/10;;;85;;;1;1;15,5;
1;15192;20455;80;S;;85;8;2010;Nao;24/08/10;9;4;3;1;4;5;25/08/10;;;85;;;1;1;20;
1;15288;20456;91;S;;90;8;2010;Nao;24/08/10;4;4;1;1;7;4;25/08/10;;;90;;;1;1;9;
1;15277;20458;93;S;;90;8;2010;Nao;24/08/10;3;4;1;1;7;3;25/08/10;;;90;;;1;1;7;
1;15350;20459;80;S;Correcao + preventiva;85;8;2010;Nao;25/08/10;10;4;2;1;4;6;26/08/10;;;85;;;1;1;20;
1;15349;20460;82,5;S;;85;8;2010;Nao;25/08/10;8;4;1;1;4;5;26/08/10;;;85;;;1;1;17,5;
1;15719;20461;87;S;;85;8;2010;Nao;27/08/10;7;4;1;1;7;5;02/09/10;;;85;;;1;1;13;
1;11328;20463;93,5;S;;90;7;2010;Nao;05/07/10;5;4;1;1;4;3;06/07/10;;;90;;;1;1;6,5;
1;11331;20464;95,5;S;;95;7;2010;Nao;05/07/10;2;5;1;1;4;2;06/07/10;;;95;;;1;1;4,5;
1;15577;20465;87;S;;85;8;2010;Nao;30/08/10;6;4;1;1;7;5;01/09/10;;;85;;;1;1;13;
1;14047;20466;91;S;;85;8;2010;Nao;06/08/10;4;4;1;1;7;4;09/08/10;;;90;;;1;1;9;
1;14048;20468;95;S;;85;8;2010;Nao;06/08/10;2;4;1;1;7;2;09/08/10;;;90;;;1;1;5;
1;15340;21961;78;S;Correcao + preventiva;85;8;2010;Nao;25/08/10;10;4;2;1;4;5;26/08/10;;;85;;;2;1;22;
1;15195;21962;85;S;;85;8;2010;Nao;24/08/10;7;4;1;1;4;4;25/08/10;;;85;;;1;1;15;
1;15355;21963;88,5;S;;90;8;2010;Nao;25/08/10;5;4;1;1;4;4;26/08/10;;;90;;;1;1;11,5;
1;15396;21964;84,5;S;;85;8;2010;Nao;25/08/10;7;4;1;1;4;5;26/08/10;;;85;;;1;1;15,5;
1;15715;21966;91;S;;90;8;2010;Nao;27/08/10;4;4;1;1;7;4;02/09/10;;;90;;;1;1;9;
1;15717;21967;93;S;;90;8;2010;Nao;27/08/10;3;4;1;1;7;3;02/09/10;;;90;;;1;1;7;
1;16420;21969;86,5;S;;85;9;2010;Nao;13/09/10;6;4;1;1;7;6;14/09/10;;;85;;;1;1;13,5;
1;15713;21970;93;S;;90;8;2010;Nao;27/08/10;3;4;1;1;7;3;02/09/10;;;90;;;1;1;7;
1;15716;21971;91;S;;90;8;2010;Nao;27/08/10;4;4;1;1;7;4;02/09/10;;;90;;;1;1;9;
1;15714;21972;93;S;;90;8;2010;Nao;27/08/10;3;4;1;1;7;3;02/09/10;;;90;;;1;1;7;
1;15249;21973;83;S;;80;8;2010;Nao;24/08/10;8;4;1;1;4;6;25/08/10;;;85;;;1;1;17;
1;15234;21975;92,5;S;;90;8;2010;Nao;24/08/10;3;4;1;1;4;2;25/08/10;;;90;;;1;1;7,5;
1;15240;21976;90;S;;90;8;2010;Nao;24/08/10;4;4;1;1;4;2;25/08/10;;;90;;;1;1;10;
1;15473;21980;70;S;;70;8;2010;Nao;26/08/10;30;3;5;1;4;0;01/09/10;;;70;;;1;1;30;
1;15474;21981;70;S;;70;8;2010;Nao;26/08/10;30;3;5;1;4;0;27/08/10;;;70;;;1;1;30;
1;16393;21982;91;S;;90;8;2010;Nao;27/08/10;4;4;1;1;7;4;13/09/10;;;90;;;1;1;9;
1;15461;21983;90,5;S;;90;8;2010;Nao;26/08/10;4;4;1;1;4;3;27/08/10;;;90;;;1;1;9,5;
1;15683;21984;91;S;;90;8;2010;Nao;27/08/10;4;4;1;1;7;4;02/09/10;;;90;;;1;1;9;
1;16523;21985;90,5;S;;90;9;2010;Nao;14/09/10;4;4;1;1;4;3;15/09/10;;;90;;;1;1;9,5;
1;16522;21986;90,5;S;;90;9;2010;Nao;14/09/10;4;4;1;1;4;3;15/09/10;;;90;;;1;1;9,5;
1;15386;21987;90,5;S;;90;8;2010;Nao;25/08/10;4;4;1;1;4;3;26/08/10;;;90;;;1;1;9,5;
1;15682;21988;89;S;;90;8;2010;Nao;27/08/10;5;4;1;1;7;4;02/09/10;;;90;;;1;1;11;
1;15652;21989;81;S;;80;8;2010;Nao;27/08/10;8;4;3;1;4;4;02/09/10;;;85;;;1;1;19;
1;16383;21990;86,5;S;;80;9;2010;Nao;10/09/10;6;4;2;1;7;7;13/09/10;;;85;;;1;1;13,5;
1;16384;21991;88,5;S;;85;9;2010;Nao;10/09/10;5;4;3;1;7;5;13/09/10;;;90;;;1;1;11,5;
1;16385;21992;90,5;S;;85;9;2010;Nao;10/09/10;4;4;3;1;7;4;13/09/10;;;90;;;1;1;9,5;
1;16386;21993;79,5;S;;80;9;2010;Nao;10/09/10;10;4;2;1;7;10;13/09/10;;;85;;;2;1;20,5;
1;18108;21994;60;S;;60;9;2010;Nao;30/09/10;40;3;5;1;4;0;04/10/10;;;60;;;1;1;40;
1;15621;21995;84,5;S;Fazer preventiva recolocando parte dos meios-fios que faltam.;80;8;2010;Nao;27/08/10;7;4;3;1;4;4;01/09/10;;;85;;;1;1;15,5;
1;16115;21996;85;S;;80;9;2010;Nao;06/09/10;9;4;1;1;4;6;09/09/10;;;85;;;1;1;15;
1;17719;21997;55;S;;55;9;2010;Nao;28/09/10;45;3;5;1;4;0;29/09/10;;;55;;;1;1;45;
1;17718;21998;55;S;;55;9;2010;Nao;28/09/10;45;3;5;1;4;0;29/09/10;;;55;;;1;1;45;
1;16120;21999;78;S;;80;9;2010;Nao;06/09/10;10;4;3;1;4;7;09/09/10;;;85;;;2;1;22;
1;16976;22000;90;S;;85;9;2010;Nao;17/09/10;4;4;1;1;4;2;20/09/10;;;90;;;1;1;10;
1;16979;22001;90;S;;85;9;2010;Nao;17/09/10;4;4;1;1;4;2;20/09/10;;;90;;;1;1;10;
1;15921;22002;95;S;;90;9;2010;Nao;01/09/10;2;4;1;1;7;2;08/09/10;;;90;;;1;1;5;
1;15922;22003;93;S;;90;9;2010;Nao;01/09/10;3;4;1;1;7;3;08/09/10;;;90;;;1;1;7;
1;15923;22004;93;S;;85;9;2010;Nao;01/09/10;3;4;1;1;7;3;08/09/10;;;90;;;1;1;7;
1;15924;22005;81;S;;80;9;2010;Nao;01/09/10;9;4;3;1;7;7;08/09/10;;;80;;;1;1;19;
1;16992;22006;84;S;;85;9;2010;Nao;20/09/10;7;4;3;1;4;6;21/09/10;;;85;;;1;1;16;
1;16991;22007;79;S;;80;9;2010;Nao;20/09/10;11;4;3;1;4;7;21/09/10;;;80;;;1;1;21;
1;16993;22008;86,5;S;;80;9;2010;Nao;20/09/10;6;4;1;1;4;4;21/09/10;;;85;;;1;1;13,5;
1;15925;22009;84;S;;80;9;2010;Nao;01/09/10;10;4;2;1;7;5;08/09/10;;;80;;;1;1;16;
1;15926;22010;89;S;;90;9;2010;Nao;01/09/10;5;4;1;1;7;4;08/09/10;;;90;;;1;1;11;
1;15927;22011;87;S;;85;9;2010;Nao;01/09/10;6;4;1;1;7;6;08/09/10;;;85;;;1;1;13;
1;15928;22012;93;S;;90;9;2010;Nao;01/09/10;3;4;1;1;7;3;08/09/10;;;90;;;1;1;7;
1;15930;22013;95;S;;85;9;2010;Nao;01/09/10;2;4;1;1;7;2;08/09/10;;;90;;;1;1;5;
1;15929;22014;95;S;;85;9;2010;Nao;01/09/10;2;4;1;1;7;2;08/09/10;;;90;;;1;1;5;
1;15675;22015;91;S;;90;8;2010;Nao;27/08/10;4;4;1;1;7;4;02/09/10;;;90;;;1;1;9;
1;15677;22016;95;S;;90;8;2010;Nao;27/08/10;2;4;1;1;7;2;02/09/10;;;90;;;1;1;5;
1;15674;22017;91;S;;90;8;2010;Nao;27/08/10;4;4;1;1;7;4;02/09/10;;;90;;;1;1;9;
1;15720;22018;91;S;;90;8;2010;Nao;27/08/10;4;4;1;1;7;4;02/09/10;;;90;;;1;1;9;
1;15339;22019;90;S;;90;8;2010;Nao;25/08/10;10;4;1;1;4;0;26/08/10;;;90;;;1;1;10;
1;15685;22020;91;S;;85;8;2010;Nao;27/08/10;4;4;1;1;7;3;02/09/10;;;90;;;1;1;9;
1;16558;22021;84,5;S;;85;9;2010;Nao;14/09/10;9;4;3;1;4;4;15/09/10;;;85;;;1;1;15,5;
1;16422;22022;93;S;;90;9;2010;Nao;13/09/10;3;4;1;1;7;3;14/09/10;;;90;;;1;1;7;
1;15507;22023;91;S;;85;8;2010;Nao;26/08/10;4;4;1;1;7;4;27/08/10;;;85;;;2;1;9;
1;15522;22024;95;S;;90;8;2010;Nao;26/08/10;2;4;1;1;7;2;27/08/10;;;90;;;1;1;5;
1;15800;22025;80,5;S;;80;8;2010;Nao;31/08/10;9;4;2;1;4;6;06/09/10;;;85;;;1;1;19,5;
1;16706;22026;91;S;;85;9;2010;Nao;15/09/10;4;4;1;1;7;4;16/09/10;;;90;;;1;1;9;
1;15809;22027;81,5;S;;85;8;2010;Nao;31/08/10;8;4;3;1;4;5;06/09/10;;;85;;;1;1;18,5;
1;15812;22028;83,5;S;;85;8;2010;Nao;31/08/10;7;4;3;1;4;4;06/09/10;;;85;;;1;1;16,5;
1;16707;22029;87;S;;85;9;2010;Nao;15/09/10;6;4;1;1;7;6;16/09/10;;;85;;;1;1;13;
1;16310;22030;86;S;;85;9;2010;Nao;08/09/10;6;4;3;1;4;3;13/09/10;;;85;;;1;1;14;
1;16307;22031;92,5;S;;90;9;2010;Nao;08/09/10;3;4;1;1;4;2;13/09/10;;;90;;;1;1;7,5;
1;16308;22032;92,5;S;;90;9;2010;Nao;08/09/10;3;4;1;1;4;2;13/09/10;;;90;;;1;1;7,5;
1;16738;22033;90,5;S;;85;9;2010;Nao;15/09/10;4;4;1;1;7;4;16/09/10;;;85;;;2;1;9,5;
1;16737;22034;92,5;S;;80;9;2010;Nao;15/09/10;3;4;4;1;7;3;16/09/10;;;80;;;3;1;7,5;
1;16353;22035;91;S;;90;9;2010;Nao;09/09/10;4;4;1;1;7;4;13/09/10;;;90;;;1;1;9;
1;15578;22036;91;S;;90;8;2010;Nao;30/08/10;4;4;1;1;7;4;01/09/10;;;90;;;1;1;9;
1;15603;22037;93;S;;85;8;2010;Nao;30/08/10;5;4;1;1;7;5;01/09/10;;;90;;;1;1;7;
1;15838;22038;89;S;;90;8;2010;Nao;31/08/10;5;4;1;1;7;4;06/09/10;;;90;;;1;1;11;
1;15840;22039;95;S;;85;8;2010;Nao;31/08/10;2;4;1;1;7;2;06/09/10;;;90;;;1;1;5;
1;15867;22040;91;S;;85;8;2010;Nao;31/08/10;4;4;1;1;7;3;06/09/10;;;90;;;1;1;9;
1;15906;22041;93;S;;90;9;2010;Nao;01/09/10;3;4;1;1;7;3;08/09/10;;;90;;;1;1;7;
1;15902;22042;91;S;;90;9;2010;Nao;01/09/10;4;4;1;1;7;4;08/09/10;;;90;;;1;1;9;
1;15903;22043;83;S;;80;9;2010;Nao;01/09/10;8;4;1;1;7;8;08/09/10;;;80;;;1;1;17;
1;15905;22044;91;S;;90;9;2010;Nao;01/09/10;4;4;1;1;7;4;08/09/10;;;90;;;1;1;9;
1;15904;22045;95;S;;90;9;2010;Nao;01/09/10;2;4;1;1;7;2;08/09/10;;;90;;;1;1;5;
1;16114;22046;84,5;S;;85;9;2010;Nao;06/09/10;7;4;1;1;4;4;09/09/10;;;85;;;1;1;15,5;
1;16911;22047;93;S;;85;9;2010;Nao;17/09/10;3;4;1;1;7;3;20/09/10;;;90;;;1;1;7;
1;16912;22048;91;S;;90;9;2010;Nao;17/09/10;4;4;1;1;7;4;20/09/10;;;90;;;1;1;9;
1;20594;23490;90;S;;90;10;2010;Nao;29/10/10;4;4;1;1;4;3;01/11/10;;;90;;;1;1;10;
1;20595;23491;85,5;S;;85;10;2010;Nao;29/10/10;6;4;3;1;4;4;01/11/10;;;85;;;1;1;14,5;
1;20584;23492;84;S;;80;10;2010;Nao;29/10/10;7;4;1;1;4;5;01/11/10;;;85;;;1;1;16;
1;20582;23493;86;S;;80;10;2010;Nao;29/10/10;6;4;1;1;4;4;01/11/10;;;85;;;1;1;14;
1;20578;23494;82;S;;80;10;2010;Nao;29/10/10;10;4;3;1;4;6;01/11/10;;;85;;;1;1;18;
1;20577;23495;84;S;;80;10;2010;Nao;29/10/10;9;4;3;1;4;5;01/11/10;;;85;;;1;1;16;
1;20629;23496;95;S;;90;10;2010;Nao;29/10/10;2;4;1;1;7;2;01/11/10;;;90;;;1;1;5;
1;20485;23497;91;S;;80;10;2010;Nao;28/10/10;4;4;1;1;7;4;29/10/10;;;85;;;2;1;9;
1;20484;23498;93;S;;80;10;2010;Nao;28/10/10;3;4;3;1;7;3;29/10/10;;;85;;;2;1;7;
1;20486;23499;91;S;;80;10;2010;Nao;28/10/10;4;4;1;1;7;4;29/10/10;;;85;;;2;1;9;
1;20987;23501;55;S;;55;11;2010;Nao;08/11/10;45;3;5;1;4;0;09/11/10;;;55;;;1;1;45;
1;22191;23506;73,5;S;;80;11;2010;Nao;29/11/10;12;4;3;1;7;7;31/08/10;;;80;;;2;1;26,5;
1;20994;23509;88,5;S;;85;11;2010;Nao;08/11/10;5;4;1;1;4;3;09/11/10;;;90;;;1;1;11,5;
1;20964;23510;84,5;S;;80;11;2010;Nao;08/11/10;7;4;1;1;4;4;09/11/10;;;85;;;1;1;15,5;
1;20970;23511;85,5;S;;85;11;2010;Nao;08/11/10;8;4;2;1;4;4;09/11/10;;;85;;;1;1;14,5;
1;21323;23512;97,5;S;;95;11;2010;Nao;11/11/10;1;5;1;1;4;1;16/11/10;;;95;;;1;1;2,5;
1;21324;23513;97,5;S;;95;11;2010;Nao;11/11/10;1;5;1;1;4;1;16/11/10;;;95;;;1;1;2,5;
1;21325;23514;97,5;S;;95;11;2010;Nao;11/11/10;1;5;1;1;4;1;16/11/10;;;95;;;1;1;2,5;
1;21326;23515;93;S;;90;11;2010;Nao;11/11/10;3;4;1;1;4;2;16/11/10;;;90;;;1;1;7;
1;21606;23521;78;S;Correcao + preventiva;85;11;2010;Nao;17/11/10;10;4;3;1;4;8;18/11/10;;;85;;;2;1;22;
1;21700;23525;95;S;;90;11;2010;Nao;17/11/10;2;4;1;1;7;2;18/11/10;;;90;;;1;1;5;
1;21699;23526;93;S;;90;11;2010;Nao;17/11/10;3;4;1;1;7;3;24/11/10;;;90;;;1;1;7;
1;21576;23527;95;S;;90;11;2010;Nao;16/11/10;2;4;1;1;7;2;17/11/10;;;90;;;1;1;5;
1;21578;23528;95;S;;90;11;2010;Nao;16/11/10;2;4;1;1;7;2;17/11/10;;;90;;;1;1;5;
1;21559;23529;92,5;S;;90;11;2010;Nao;16/11/10;3;4;1;1;4;2;17/11/10;;;90;;;1;1;7,5;
1;21557;23530;92,5;S;;90;11;2010;Nao;16/11/10;3;4;1;1;4;2;17/11/10;;;90;;;1;1;7,5;
1;21565;23531;86,5;S;;85;11;2010;Nao;16/11/10;6;4;1;1;4;4;17/11/10;;;85;;;1;1;13,5;
1;21589;23532;93;S;;90;11;2010;Nao;16/11/10;3;4;1;1;7;3;17/11/10;;;90;;;1;1;7;
1;21588;23533;95;S;;90;11;2010;Nao;16/11/10;2;4;1;1;7;2;17/11/10;;;90;;;1;1;5;
1;21590;23534;93;S;;90;11;2010;Nao;16/11/10;3;4;1;1;7;3;17/11/10;;;90;;;1;1;7;
1;21811;23535;90,5;S;;90;11;2010;Nao;18/11/10;4;4;1;1;4;3;22/11/10;;;90;;;1;1;9,5;
1;21738;23536;90,5;S;;90;11;2010;Nao;18/11/10;4;4;1;1;4;3;19/11/10;;;90;;;1;1;9,5;
1;21739;23537;92,5;S;;90;11;2010;Nao;18/11/10;3;4;1;1;4;2;19/11/10;;;90;;;1;1;7,5;
1;21694;23538;80,5;S;;85;11;2010;Nao;17/11/10;9;4;3;1;7;7;18/11/10;;;85;;;1;1;19,5;
1;21695;23539;67,5;S;;80;11;2010;Nao;17/11/10;15;4;3;1;7;9;18/11/10;;;80;;;3;1;32,5;
1;21831;23540;91;S;;90;11;2010;Nao;18/11/10;4;4;1;1;7;4;22/11/10;;;90;;;1;1;9;
1;21693;23541;86;S;;90;11;2010;Nao;17/11/10;6;4;1;1;7;5;18/11/10;;;90;;;1;1;14;
1;21753;23542;90,5;S;;90;11;2010;Nao;18/11/10;4;4;1;1;4;3;19/11/10;;;90;;;1;1;9,5;
1;21751;23543;73;S;Desativado;80;11;2010;Nao;18/11/10;12;4;3;1;4;6;19/11/10;;;80;;;2;1;27;
1;21749;23544;75,5;S;;80;11;2010;Nao;18/11/10;11;4;3;1;4;7;19/11/10;;;80;;;1;1;24,5;
1;21810;23545;92,5;S;;90;11;2010;Nao;18/11/10;3;4;1;1;4;2;22/11/10;;;90;;;1;1;7,5;
1;22208;23546;95;S;;90;11;2010;Nao;29/11/10;2;4;1;1;7;2;31/08/10;;;90;;;1;1;5;
1;21808;23547;92,5;S;;90;11;2010;Nao;18/11/10;3;4;1;1;4;2;22/11/10;;;90;;;1;1;7,5;
1;21807;23548;92,5;S;;90;11;2010;Nao;18/11/10;3;4;1;1;4;2;22/11/10;;;90;;;1;1;7,5;
1;21805;23549;92,5;S;;90;11;2010;Nao;18/11/10;3;4;1;1;4;2;22/11/10;;;90;;;1;1;7,5;
1;21804;23550;92,5;S;;90;11;2010;Nao;18/11/10;3;4;1;1;4;2;22/11/10;;;90;;;1;1;7,5;
1;21803;23551;92,5;S;;90;11;2010;Nao;18/11/10;3;4;1;1;4;2;22/11/10;;;90;;;1;1;7,5;
1;21802;23552;92,5;S;;90;11;2010;Nao;18/11/10;3;4;1;1;4;2;22/11/10;;;90;;;1;1;7,5;
1;21615;23553;90,5;S;;90;11;2010;Nao;17/11/10;5;4;1;1;4;4;18/11/10;;;90;;;1;1;9,5;
1;21633;23554;92,5;S;;90;11;2010;Nao;17/11/10;3;4;1;1;4;2;18/11/10;;;90;;;1;1;7,5;
1;21616;23555;88,5;S;;90;11;2010;Nao;17/11/10;5;4;1;1;4;3;18/11/10;;;90;;;1;1;11,5;
1;21634;23556;86,5;S;;85;11;2010;Nao;17/11/10;6;4;1;1;4;4;18/11/10;;;90;;;1;1;13,5;
1;21733;23557;93;S;;90;11;2010;Nao;18/11/10;3;4;1;1;7;3;19/11/10;;;90;;;1;1;7;
1;21730;23558;93;S;;90;11;2010;Nao;18/11/10;3;4;1;1;7;3;19/11/10;;;90;;;1;1;7;
1;21729;23559;95;S;;90;11;2010;Nao;18/11/10;2;4;1;1;7;2;19/11/10;;;90;;;1;1;5;
1;21735;23560;95;S;;90;11;2010;Nao;18/11/10;2;4;1;1;7;2;19/11/10;;;90;;;1;1;5;
1;21732;23561;95;S;;90;11;2010;Nao;18/11/10;2;4;1;1;7;2;19/11/10;;;90;;;1;1;5;
1;21722;23562;93;S;;90;11;2010;Nao;18/11/10;3;4;1;1;7;3;19/11/10;;;90;;;1;1;7;
1;21731;23563;93;S;;90;11;2010;Nao;18/11/10;3;4;1;1;7;3;19/11/10;;;90;;;1;1;7;
1;21725;23564;95;S;;90;11;2010;Nao;18/11/10;2;4;1;1;7;2;19/11/10;;;90;;;1;1;5;
1;21726;23565;95;S;;90;11;2010;Nao;18/11/10;2;4;1;1;7;2;19/11/10;;;90;;;1;1;5;
1;21724;23566;95;S;;90;11;2010;Nao;18/11/10;2;4;1;1;7;2;19/11/10;;;90;;;1;1;5;
1;21737;23567;79;S;;85;11;2010;Nao;18/11/10;10;4;3;1;7;5;19/11/10;;;85;;;2;1;21;
1;21734;23568;95;S;;90;11;2010;Nao;18/11/10;2;4;1;1;7;2;19/11/10;;;90;;;1;1;5;
1;21723;23569;95;S;;90;11;2010;Nao;18/11/10;2;4;1;1;7;2;19/11/10;;;90;;;1;1;5;
1;21720;23570;95;S;;90;11;2010;Nao;18/11/10;2;4;1;1;7;2;19/11/10;;;90;;;1;1;5;
1;21830;23571;81;S;;85;11;2010;Nao;18/11/10;9;4;3;1;7;5;22/11/10;;;85;;;1;1;19;
1;21719;23572;95;S;;90;11;2010;Nao;18/11/10;2;4;1;1;7;2;19/11/10;;;90;;;1;1;5;
1;21721;23573;91;S;;90;11;2010;Nao;18/11/10;4;4;1;1;7;4;19/11/10;;;90;;;1;1;9;
1;21718;23574;95;S;;90;11;2010;Nao;18/11/10;2;4;1;1;7;2;19/11/10;;;90;;;1;1;5;
1;21717;23575;95;S;;90;11;2010;Nao;18/11/10;2;4;1;1;7;2;19/11/10;;;90;;;1;1;5;
1;21716;23577;85;S;;85;11;2010;Nao;18/11/10;7;4;3;1;7;4;19/11/10;;;85;;;1;1;15;
1;21715;23578;91;S;;90;11;2010;Nao;18/11/10;4;4;1;1;7;3;19/11/10;;;90;;;1;1;9;
1;21702;23579;85;S;;85;11;2010;Nao;18/11/10;7;4;3;1;7;3;19/11/10;;;85;;;1;1;15;
1;21708;23580;85;S;;85;11;2010;Nao;18/11/10;7;4;3;1;7;3;19/11/10;;;85;;;1;1;15;
1;21701;23581;95;S;;90;11;2010;Nao;18/11/10;2;4;1;1;7;2;19/11/10;;;90;;;1;1;5;
1;21704;23582;95;S;;90;11;2010;Nao;18/11/10;2;4;1;1;7;2;19/11/10;;;90;;;1;1;5;
1;21703;23583;95;S;;90;11;2010;Nao;18/11/10;2;4;1;1;7;2;19/11/10;;;90;;;1;1;5;
1;21706;23584;95;S;;90;11;2010;Nao;18/11/10;2;4;1;1;7;2;19/11/10;;;90;;;1;1;5;
1;21705;23585;95;S;;90;11;2010;Nao;18/11/10;2;4;1;1;7;2;19/11/10;;;90;;;1;1;5;
1;21712;23586;93;S;;90;11;2010;Nao;18/11/10;3;4;1;1;7;3;19/11/10;;;90;;;1;1;7;
1;21709;23587;93;S;;90;11;2010;Nao;18/11/10;3;4;1;1;7;3;24/11/10;;;90;;;1;1;7;
1;14046;20469;89;S;;85;8;2010;Nao;06/08/10;5;4;1;1;7;4;09/08/10;;;90;;;1;1;11;
1;14056;20470;95;S;;85;8;2010;Nao;06/08/10;2;4;1;1;7;2;09/08/10;;;90;;;1;1;5;
1;13675;20472;80;S;;80;8;2010;Nao;04/08/10;9;4;1;1;4;5;05/08/10;;;85;;;1;1;20;
1;13676;20473;78;S;;80;8;2010;Nao;04/08/10;10;4;1;1;4;6;05/08/10;;;85;;;2;1;22;
1;13129;20474;89;S;;85;7;2010;Nao;28/07/10;5;4;1;1;4;4;29/07/10;;;90;;;1;1;11;
1;12239;20475;81,5;S;;85;7;2010;Nao;16/07/10;8;4;1;1;4;4;19/07/10;;;85;;;1;1;18,5;
1;12272;20476;86;S;;85;7;2010;Nao;16/07/10;6;4;3;1;4;3;19/07/10;;;85;;;1;1;14;
1;12240;20477;82,5;S;;85;7;2010;Nao;16/07/10;8;4;1;1;4;4;19/07/10;;;85;;;1;1;17,5;
1;13670;20478;85;S;;80;8;2010;Nao;04/08/10;7;4;1;1;7;4;05/08/10;;;85;;;1;1;15;
1;14167;20479;93;S;;90;8;2010;Nao;09/08/10;3;4;1;1;7;3;10/08/10;;;90;;;1;1;7;
1;14160;20480;87;S;;85;8;2010;Nao;09/08/10;7;4;2;1;7;5;10/08/10;;;85;;;1;1;13;
1;14162;20481;97,5;S;;90;8;2010;Nao;09/08/10;1;5;1;1;7;2;10/08/10;;;90;;;2;1;2,5;
